Date,Open,High,Low,Close,Adj Close,Volume
1983-04-15,964.1099853515625,964.1099853515625,964.1099853515625,964.1099853515625,964.1099853515625,0
1983-04-18,969.719970703125,969.719970703125,969.719970703125,969.719970703125,969.719970703125,0
1983-04-19,964.1099853515625,964.1099853515625,964.1099853515625,964.1099853515625,964.1099853515625,0
1983-04-20,975.8499755859375,975.8499755859375,975.8499755859375,975.8499755859375,975.8499755859375,0
1983-04-21,972.25,972.25,972.25,972.25,972.25,0
1983-04-22,974.3699951171875,974.3699951171875,974.3699951171875,974.3699951171875,974.3699951171875,0
1983-04-25,965.280029296875,965.280029296875,965.280029296875,965.280029296875,965.280029296875,0
1983-04-26,981.5599975585938,981.5599975585938,981.5599975585938,981.5599975585938,981.5599975585938,0
1983-04-27,979.969970703125,979.969970703125,979.969970703125,979.969970703125,979.969970703125,0
1983-04-28,988.6400146484375,988.6400146484375,988.6400146484375,988.6400146484375,988.6400146484375,0
1983-04-29,996.7899780273438,996.7899780273438,996.7899780273438,996.7899780273438,996.7899780273438,0
1983-05-02,983.780029296875,983.780029296875,983.780029296875,983.780029296875,983.780029296875,0
1983-05-03,984.8400268554688,984.8400268554688,984.8400268554688,984.8400268554688,984.8400268554688,0
1983-05-04,991.3900146484375,991.3900146484375,991.3900146484375,991.3900146484375,991.3900146484375,0
1983-05-05,998.1599731445312,998.1599731445312,998.1599731445312,998.1599731445312,998.1599731445312,0
1983-05-06,1009.469970703125,1009.469970703125,1009.469970703125,1009.469970703125,1009.469970703125,0
1983-05-09,1008.2100219726562,1008.2100219726562,1008.2100219726562,1008.2100219726562,1008.2100219726562,0
1983-05-10,1009.7899780273438,1009.7899780273438,1009.7899780273438,1009.7899780273438,1009.7899780273438,0
1983-05-11,1004.4000244140625,1004.4000244140625,1004.4000244140625,1004.4000244140625,1004.4000244140625,0
1983-05-12,1000.7999877929688,1000.7999877929688,1000.7999877929688,1000.7999877929688,1000.7999877929688,0
1983-05-13,1005.239990234375,1005.239990234375,1005.239990234375,1005.239990234375,1005.239990234375,0
1983-05-16,995.9400024414062,995.9400024414062,995.9400024414062,995.9400024414062,995.9400024414062,0
1983-05-17,999.010009765625,999.010009765625,999.010009765625,999.010009765625,999.010009765625,0
1983-05-18,998.0499877929688,998.0499877929688,998.0499877929688,998.0499877929688,998.0499877929688,0
1983-05-19,990.4400024414062,990.4400024414062,990.4400024414062,990.4400024414062,990.4400024414062,0
1983-05-20,990.8599853515625,990.8599853515625,990.8599853515625,990.8599853515625,990.8599853515625,0
1983-05-23,998.0499877929688,998.0499877929688,998.0499877929688,998.0499877929688,998.0499877929688,0
1983-05-24,1010.6400146484375,1010.6400146484375,1010.6400146484375,1010.6400146484375,1010.6400146484375,0
1983-05-25,1015.1799926757812,1015.1799926757812,1015.1799926757812,1015.1799926757812,1015.1799926757812,0
1983-05-26,1011.6900024414062,1011.6900024414062,1011.6900024414062,1011.6900024414062,1011.6900024414062,0
1983-05-27,1006.9400024414062,1006.9400024414062,1006.9400024414062,1006.9400024414062,1006.9400024414062,0
1983-05-31,994.780029296875,994.780029296875,994.780029296875,994.780029296875,994.780029296875,0
1983-06-01,995.3099975585938,995.3099975585938,995.3099975585938,995.3099975585938,995.3099975585938,0
1983-06-02,1003.1300048828125,1003.1300048828125,1003.1300048828125,1003.1300048828125,1003.1300048828125,0
1983-06-03,1005.8800048828125,1005.8800048828125,1005.8800048828125,1005.8800048828125,1005.8800048828125,0
1983-06-06,1008.72998046875,1008.72998046875,1008.72998046875,1008.72998046875,1008.72998046875,0
1983-06-07,997.8400268554688,997.8400268554688,997.8400268554688,997.8400268554688,997.8400268554688,0
1983-06-08,989.3800048828125,989.3800048828125,989.3800048828125,989.3800048828125,989.3800048828125,0
1983-06-09,992.3400268554688,992.3400268554688,992.3400268554688,992.3400268554688,992.3400268554688,0
1983-06-10,998.6900024414062,998.6900024414062,998.6900024414062,998.6900024414062,998.6900024414062,0
1983-06-13,1011.0599975585938,1011.0599975585938,1011.0599975585938,1011.0599975585938,1011.0599975585938,0
1983-06-14,1015.1799926757812,1015.1799926757812,1015.1799926757812,1015.1799926757812,1015.1799926757812,0
1983-06-15,1023.9600219726562,1023.9600219726562,1023.9600219726562,1023.9600219726562,1023.9600219726562,0
1983-06-16,1035.5899658203125,1035.5899658203125,1035.5899658203125,1035.5899658203125,1035.5899658203125,0
1983-06-17,1036.22998046875,1036.22998046875,1036.22998046875,1036.22998046875,1036.22998046875,0
1983-06-20,1035.800048828125,1035.800048828125,1035.800048828125,1035.800048828125,1035.800048828125,0
1983-06-21,1043.72998046875,1043.72998046875,1043.72998046875,1043.72998046875,1043.72998046875,0
1983-06-22,1046.9100341796875,1046.9100341796875,1046.9100341796875,1046.9100341796875,1046.9100341796875,0
